"When I think about what I am grateful for this holiday season,  it is the team of Dr. Aadam and Linda Feldman RN.  They were so kind and through and treated me as though they knew me for years.  They were both so caring and professional.

When I read about Dr. Aadamm  his credentials were amazing.  He studied in Japan to learn this endoscopic submucosal procedure which is so specialized.  I feel very lucky that Dr. Aadam preferred this procedure.

Thank you so much.

Kathy Ann Smith",Male
Very good listener.  Explained the diagnosis and treatment plan very thoroughly.,Male
He talks a lot about his EUS procedure but failed in his endeavor ,Male
Dr Aaen is kind and patient with our special needs son. He always makes me feel like he is listening to my concerns as a parent. He is an excellent addition to our medical team for our son. ,Male
"She is the only doctor I will miss at Kaiser. She was excellent with helping manage my chronic illness symptoms, and made sure that I got the most accurate treatment that was best for my health. She issued tests on a proactive basis and explained my illness to me at 27 in a way no one did for me when I was diagnosed at 15.",Female
"I have been going to Dr. Aafreen for years now, and she is the ultimate patient advocate. She is always very attentive, realistic, and doesn't push unnecessary tests and procedures. She was the first OB/GYN that I had went to at Kaiser who asked me a number of questions on my condition and really got to the underlying causes of my chronic condition. Very grateful for her.",Female
"Our family was fortunate enough to call Dr. Aagard Our doctor  for many years prior to our moving to Colorado.  He delivered our three sons and cared for us for 10 years. At all times Dr. Aagard was compassionate, respectful, generous, and truly involved and interested in our family’s well-being. We are so very grateful for  having been his patients!  Dr. Aagard is a teacher- he makes sure you understand your diagnosis, what you can do to care for yourself, what your treatments options are,  and then he is sure to follow up. 
Dr. Aagard was a real gift to us- especially so during  a couple of difficult and challenging times. 
Thank you, Dr. Aagard!",Male
"Sadly I had to look for another primary care physician due to insurance changes, but I 100% recommend Dr. Aagaard. He is kind, compassionate, knowledgeable, and is a fantastic teacher. He tirelessly explains what's really going on in the body, and clearly loves what he does.",Male
Very smart and took time to explain everything. Always answered calls. ,Female
She calmed our Zika fears!,Female
Amazing! Very nice and spent a lot of time with us. ,Female
Amazing Doctor! Took the time in an emergency to talk patiently with our whole family. ,Female
She is great!,Female
"We go to see Dr. aagard at Ben Taub, and that says a lot. Even though we have to see her with a lot of other doctors it is worth it. This is our second pregnancy.",Female
We went to Dr. Aagaard for our pregnancy. We were very happy. ,Female
Very nice lady. Knows a lot. ,Female
"I recently had a visit with Dr. Aagard for severe pain I was experiencing in my uterus, unexplainable cramping, stabbing pains in my ovaries and off cycle bleeding. He had a lack of concern about my pain and told me my uterus and ovaries felt fine, which to him i'm sure they did but knowing my body and what feels normal I know something is not right. He made me feel like I was wasting his time being there because I was just bleeding and shouldn't be concerned about it. To finish off my less than pleasant visit he told me that if I was tired of bleeding I (a 20 year old, single, broke college student) could 'just get pregnant' and that would stop my bleeding for nine months. This was less than professional of him, and I will not be going back.",Male
He spent time explaining things and was very kind and compassionate!,Male
"I recently saw Dr. Aagensen after 3 years of constant pain in my S-I joint and lower back. When she came into the room, she introduced herself by her first name and began listening intently to every word of my history. She asked intelligent questions and made keen observations. It only took her about 20 minutes to diagnose my issue and demonstrate a series of stretches and exercises to correct my problem. She was spot on. Within two days, I was nearly pain free! She has given me back my life!",Female
"I left a previous review as a former patient, former due to distance. I’ve now gone back to him and willingly travel 100 miles one way to see him. Dr. Asker is one of the most conscientious and caring doctors I’ve ever known. He performed my cornea transplants and cataract surgery and now treats my glaucoma. His office staff are all friendly, yet professional as well.",Male
"We are so thankful for Dr. Aaker’s guidance.  We would have been lost without without him.  Our daughter had a terrible stye that became infected. 
We saw 4 different ophthalmologists before seeing  Dr. Aaker.  All four told us how to treat the infection, but also told us there was nothing that could be done about the swelling.  Dr. Aaker, on the other hand, recommended an effective treatment for both, and it worked very quickly.  My daughter said it best — “Dr. Aaker is the best doctor in the",Male
"Having moved into the area 3 years ago I've had a hard time finding a good Ophthalmologist. Today I found one! Dr. Aaker is wonderful, and as an R.N. and picky patient, I would highly recommend him!",Male
Dr. Aaker is a true professional.  He has preformed 2 cataract surgeries for me and I see GREAT!!!  I have had a great experience as his patient.  I highly recommend Dr. Aaaker!,Male
"My first visit with Dr. Aaker was unusual in that the entire office staff was out due to a weather event and the he was manning the place by himself.  He was personable and professional and took the time to answer all my questions.  Overall, a terrific experience.  VERY highly recommended.",Male
Dr. Aaker and his staff were incredibly friendly. Dr. Aaker clearly explained what he was doing during the eye exam and explained my particular vision issue in an understandable way; he was also patient and willing to answer my questions. A wonderful experience! ,Male
"My husband and I had an appointment this week.  We were greeted by his receptionist.  She was very friendly and professional.   

We met Dr. Aacker and found him to be extremely knowledgeable.  He made us feel that we were very important and that our corrective eyesight was a top priority for him.  He answered all of our questions and explained all remedies in great detail.  My husband and I highly recommend him for any eye care necessities!! Exceptional service!!!!",Male
"i was a patient of Dr Aaker a few years ago when he was in Temple, Tx.  I was deeply saddened when he left Scott &amp; White.  I consider him to be one of the finest Ophthamologist EVER.!!  Since that time, I have moved to New Braunfels, Tx  but recently found out that he was now in the Georgeown area..  My plans are to once again be a patient of Dr. Aaker.
Welcome back to central Texas Dr. Aaker.",Male
"My husband and I both saw Dr. Aaker.  The appointments were prompt, the examinations were thorough, and the diagnoses were carefully explained.  Both Dr. Aaker and his staff were friendly and helpful.  We both felt very comfortable with him and his staff.  ",Male
"I recently took my son to see Dr. Aaker in Georgetown. He and his staff were very friendly and helpful.  I have been taking my son to vision therapy for over a year when I decided to see an actual opthamologist about his condition. Dr. Aaker did a thorough job with his eye exam. He's also great with kids!  He even called a friend who is a pediatric ophthalmologist to discuss his condition further.  It helped to put my ""mom fears"" at ease. I highly recommend Dr. Aaker to anyone!",Male
Dr Aaker took his time and was very thorough in his examination.  I would recommend him.  ,Male
"I just had my first visit with Dr. Aaker and I was extremely impressed with him!  In fact, if I could give him more than five stars, I would.  He is super intelligent in his field, and he took the time to kindly explain to me my particular condition in a very understandable way.  Both he and his front desk were very friendly and welcoming, and I'm grateful that after years of living in Georgetown, finally I have found such a fantastic doctor.  He gets an A+ all the way around!",Male
Convenient location to Sun city.  No wait.  Doctor spent a long time with me.    ,Male
I felt confident and reassured by the exam done by Dr. Aaker.  I didn't feel rushed or pressured to do further procedures.  I have experienced this at other practices.  He took his time to answer any and all of my questions.,Male
"One of the best doctors we have seen. Very thourough, kind, gentle and listened with care. Very knowledgeable. Highly recommend. ",Male
"Office personal is ignorant and misleading - did not give clear instructions about new office location, doctor made unnecessary tests to over charge my insurance, made me wait when no patients was around, never apologized.",Male
"I had high hope for help from Dr. Aalami I have had continuous pain for months, and was referred to him for help. Dr Gould was only interested in ensuring that I knew he would not prescribe pain medication, and I would just have to live with the pain. SInce the problem didn't appear to have a surgical solution, he spent about 45 seconds examining me, and the rest of the visit lecturing me about how I would just have to live with the pain",Male
"He did the leg bypass which failed, then amputated it",Male
"He has been my PCP for many years, including when I had some rather complex health problems, I have also seen the FNP in his practice, who was excellent too. He was very willing to refer me to specialists as needed, then followed up.",Male
Dr. Aalbers is an AMAZING doctor!! He actually listened to my son and explained his thoughts well with graphics and images. He is very relatable! We highly recommend him!!!,Male
I got to the office they took me to a room. Ab 15 latter a office person came in to the room and said dr Aalbers. Look at my history and said I was too complicated and did not want to deal with me. He did not even have the decency to come tell me himself. This was my second trip to that office in one day being promised I was going to see him. The could have called and told me so I did not have to make a second 25 min drive wasting gas to get there. I am still awaiting on an apology from him but wait Doctors can do no wrong nothing is there fault. So I am not expecting an apology bc he even had his office person tell me. Time to man up DrAalbers And take Responsibly and admit when you’re wrong and Be a good human and apologize.,Male
"I couldn’t ask for a better neurologist than Dr. Brian Albers. It’s very scary being diagnosed with having a brain AVM. I feel very well taken care of by Dr. Albers, he listens, answers questions and I never feel rushed. He is a compassionate well knowledged doctor.",Male
I had a visit with Dr. Aalbers this regarding migraines with aura and the associated stroke risk in pregnancy. He was extremely thorough and spent time with me answering all of my questions. He was very knowledgeable about options to reduce my stroke risk in pregnancy. I was impressed! Highly recommend.,Male
Very prompt,Male
"Dr. Aalbers has been my son's neurologist for 4 years now.  He is a movement specialist and has helped to address issues that my son has with dystonia.  He has an excellent bed side manner, but is honest.  He spends plenty of time answering our questions.  He has made a hugely positive impact on my son, and we feel so blessed to have found him.",Male
"Dr. Aalbers was incredible. He was able to quickly identify our daughter's condition, but didn't stop with just a diagnosis. He spent time discussing treatment options and explained things about the condition that we had never realized were connected. It was obvious that he is extremely well versed in identifying and treating neurological conditions. My daughter was moved to tears knowing that she finally found someone who understood and recognized what she has been going through. I can't recommend him enough. He is a rare find in today’s medical industry.",Male
Was very impressed with Dr. Aalbers and his ability to explain our son's condition. Dr. Aalbers was able to answer all of our questions and concerns. Highly recommend Dr. Aalbers to anyone looking for a reputable physician.,Male
Dr. Albers is up to date on all of the relevant treatments for teenagers with chronic migranes.,Male
"Dr. Albers is a wonderful pediatric neurologist.  He is thorough, noticing everything and follows up.  He has a great memory, really shows care for each patient and family.",Male
Dr Aalbers is personal and thorough. Love his attention to detail,Male
"Dr Aalbers is very caring and does a great job of explaining things to us! He is very knowledgeable with my sons condition and if there is something that he did not know the answer to, I know that he would take the time to find out! 
We travel several hours from Nebraska just to see him! So worth it!",Male
Dr. Aalbers is the third neurologist we have seen for our daughters condition and finally we had a doctor who 1. Listened. 2. Who identified the issue and a solution. Extremely happy with our experience with Dr. Aalbers.,Male
"Dr. Aalbers is extremely knowledgeable, has great rapport with my teens and is very thorough in covering all aspects of their challenges. Highly recommend!!",Male
He helped my daughter live! Gave my daughter Kiera a quality of life when another dr said there was no hope!!,Male
"Dr. Aalbers was professional as a top expert in his field.He was informative, on time,and addressed my needs. I would refer Dr. Aalbers to anyone needing a top level expert Neurologist. Thank you Dr. Aalbers and your staff.",Male
"Dr. Aalbers and his staff have gone above and beyond to make Dakotas appointments meet his needs and help him to feel in control.
As his guardian I am very impressed with their patience. Sometimes he is extremely agitated. 
They always show him respect even when he is not doing well. 

THANK YOU SO VERY MUCH!",Male
"Dr. Aalbers staff were professional, kind, and helpful. Dr. Aalbers nurse let me know he was running about 15 minutes late. She wanted to make sure that was OK with our schedule.  Dr. Albers receptionists were adamant that  our daughter get in for testing before the school year started. They helped accelerate the process, and get her in.  Dr. Albers had a great bedside manner and took the time we needed to answer any and all questions.",Male
"Dr Aalbers helped save our daughter's life. He could see she was failing her first epilepsy med and he knew the statistics that she would fail the next and the next. We only saw him once, but it was because he cared enough to recommend she be seen by an epileptologist and be considered for epilepsy surgery. She had her surgery 18 months ago and has been seizure-free ever since. I will always be very thankful for Dr Aalbers knowledge and expertise.",Male
"Dr.  Aalbers is one of our Angels here on earth.  He has been the only Dr. out of many we have seen that really listens to parents' concerns and takes them seriously, discusses family history in detail, and looks at the whole picture.  He is the only Dr. who really looked at my child's movement and saw the  problems I had reported and added some to our list.  He was willing to test for rare conditions that could be an underlying cause, found that condition, and eliminated it with correct meds.
",Male
"He explained the pros and cons of surgery well.  My surgery went without a hitch.  His enthusiasm when I asked him to explain the pictures taken of my shoulder showed me he truly loves what he does.  I was also very impressed with the office visits.  They were always efficient and on time, yet he gave me the information I needed.",Male
" Dr Aalderink really does want to help his patients and he expresses great enthusiasm toward that goal. That said, I feel that in my particular case, he was far too hasty to prescribe surgery. I had chronic hip pain for which I was hoping he could help. I was open to but hoping to avoid surgery. He performed what he assured me would be a minor exploratory procedure. In actuality he reshaped part of the bone in the joint which led to more pain and new cracking and popping in the area. Not pleased",Male
"After going through several months of PT, my therapist recommended me to see a surgeon and Dr. Aalderink was close to where I live and work. I appreciated his approach to my shoulder issue and his willingness to try things other than surgery first. After continued pain and loss of function, I decided to have the surgery. He did an excellent job explaining the process both before the surgery and after. He also was able to take care of a fairly major injury that had not shown up on the MRI.",Male
"After years in pain &amp; 2 failed scopes, I went to see Dr. Aalderink on the recommendation of my PT, who had been impressed with his results. I was hesitant to have more surgery, but couldn't go on the way I was. Within 4 months of my first appt, I'd had revisions on both hips. I'm now back to my sport &amp; pain free! If you're looking for a great FAI surgeon, he's it! Additionally, his office staff is friendly and helpful, appointments are easy to get and the office runs on time. A rare combination.",Male
"Doctor is verbally abusive and regularly makes several verbal jabs at me to attempt to provoke a fight and has several times over threatened to lay hands on me. To which I've been several times to warned him if he does, hes going to be pinned and held down until the MP's on NMCP come and take an innocent report then arrest him, and I would be filing for charges. Next Innocent will be reported just to start a trail of evidence.  ",Male
"Dr. Aaltonen is an excellent doctor and I couldn't recommend him highly enough to any patient who is looking for a great biopsy MD. I have a complex medical history and he explained my liver biospy (that he consequently performed),  with complete fully detailed precision  and care. He answered all of my many questions. I can firmly say that I wouldn't let anyone else perform this one on me! He was excellent in his both his skills during the procedure and follow up immediately after. ",Male
"If zero stars were available, I’d give him zero stars.  Disgrace to his profession.  Arrogant, dismissive, condescending...you know, all of the qualities that describe a garbage doctor.  I’m not a “seeker” or anyone that enjoys the attention given for being sick.  However, this clown treated me like a nuisance...despite my history and observable/quantifiable evidence.  Guess what?  He was wrong.  Shocker.  Despite my pleas, I was discharged and given a generic prescription.  His prescription might as well have been gasoline on the fire.  Lo and behold, who was back at the ER and admitted the following day?  Good guess...me!  Admitted for 4+ days.  This “doctor” is a complete (censored) and ought to be ashamed of himself.  I’m gonna venture a guess and say this post will neither have zero effect on his treatment of patients nor matter to him personally.  Arrogance is predictable.  Advice?  Easy...request a new doctor.",Male
"I was taken to Baylor Grapevine for a broken arm. My insurance company showed Baylor as in network. I even asked if it was in network when I checked in and confirmed. Mr ""A"" ended up billing me out of network for more than my entire ER visit. He is untrustworthy.",Male
Dr. Aalund is kind and considerate. He is not the type of doctor to act dismissive or treat patients like inconveniences. He will sit with you for ages explaining your condition and arrive at the most logical and caring course of treatment. I wish more physicians were like him.,Male
"Dr. Aalund was the emergency room doctor who tended to me.  He thoroughly put me at ease and explained my health issues very well.  He was sincere and answered every question with knowledge.
I would definitely recommend him to my friends.
",Male
My email for Dr Aamer... faraz.justin20@gmail.com...    why ? because i want to outsource business for AAmer .. expert in medical billing and coding.,Male
"Fantastic Doctor. I came to my appointment well prepared. Having been newly diagnosed with pre-diabetes from my PCP, I have been doing my research and already changed my diet for the better before my appointment with Dr. Aamir. I had good questions, he had good answers, he ran me through a battery of tests to rule out many things, and gave me resources to help me adjust to a new health condition. The staff was also great.",Male
"This was the WORST experience with a doctor’s office I have ever endured. I scheduled a new patient appointment for 10am and was asked to be there by 9:45 and have my new patient paperwork completed. Done!!! 10:25 I’m still waiting to see the dr. 10:35 I’m taking to an exam room. 11:00 still waiting, 11:15 STILL WAITING!!! Staff was RUDE!!! After asking TWICE where is the dr??? Dr. SAYEd is casually loitering in the hall and sees me go back into the exam room and slam the door he FINALLY comes in. He had know idea I was a new patient??? Hadn’t reviewed my medical records didn’t even know why I was there???? DO NOT GO TO THIS OFFICE!!!! Waist of time and money!!! So disappointed and disgusted at the treatment I received at this office.",Male
"Dr.Aamir is the best doctor you can find. Great staff too, he is very knowledgeable. ",Male
"He does not care genuinely about his patients or about their well-being. If i was still under his care, I would probably be dead right now. He’s the worst and the front desk staff is so rude. Do not go to him!!!!",Male
Awesome doctor. I feel like he actually cares about my well being. Moved very quick with the procedure I needed. I feel great overall now.,Male
"My girlfriend recently had an appointment with this jerk of a doctor. She was scheduled for a biopsy on an enlarged thyroid. She had recently seen this monster and had bloodwork done to determine whether she may have a Hashimoto's or Hypothyroidism. Upon returning for her follow up visit he blamed her for taking too long with her questions and told her he wouldn't do the biopsy that day. This guy needs to be exposed for penning fake reviews also... A jerk, ill tempered and made my girl CRY!",Male
"I really like Dr. Aamir. I had to wait in the waiting room for about 40 minutes, so I didn't like that, but once I was with Dr. Aamir I understood why. He spent a lot of time with me and asked me many questions. He was thorough and I felt he really cared about my well-being. Not once did I feel he was rushing me to finish up my appointment. I felt like a person rather than a number. I will take 40 minutes waiting any day for a doctor as patient and kind as him!",Male
He does not listen and leaves dosages of treatment medication up to me since I am a rn. I am not an endocrinologist whatsoever and just because I do have knowledge doesn't mean I know how to treat my disease. He is very lazy in his approach and recently when I tried to get an appointment with him he refused to see me saying my case is too complicated for him and wouldn't even see me. ,Male
I like him very much!,Male
He is always totally concerned about helping his patients.,Male
Dr. Aamlid replaced both of my knees and I couldn't be more happy with having him as my doctor.  Never have I had a doctor who spends the time with a patient making sure that everything is ok and making sure everything is going ok.  I would recommend him to anyone who needs to have a total knee replacement done.  He's the greatest,Male
Dr. Aamlid has replaced both of my knees and one of my husband's knees... I cannot think of anyone I would recommend more than him... He and his staff go above and beyond to first evaluate the necessity of your knee replacement and then inform you of what will happen both before and after surgery and to follow up with making sure your rehab is going as it should.. both me and my husband are back to doing everything we want to do and cannot thank Dr. Aamlid and his staff enough!!,Male
"Dr. Aamlid did my ""total joint replacement"" surgery (a new knee) 12 days ago, and I am doing GREAT!  My Physical Therapist tells me that I am at the SIX WEEK post-op therapy stage!  No more walker; no more cane; I am now walking like a PRO &lt;3  Thank you SO much Dr. Aamlid...for the first time in four years, I am feeling like I can walk ""normally.""  You are the BEST &lt;3 &lt;3 &lt;3",Male
"Dr. Aamodt is the best!  Very concerned about my health. I never feel like she's rushing me. She takes time to listen to my concerns. The nurses return my calls within 24 hrs. Nurse Terri! That's my girl! She's like a girlfriend. Fun to talk to, patient &amp; caring as well. She &amp; Dr. Aamodt make an awesome team. I have no need to  go elsewhere &amp; I've seen Dr. Aamodt for years. She's the best!",Female
Very caring concerned about her patients. Very highly recommend!,Female
"Dr. Aamodt, her nurses Terri and Shawnee are an awesome team. I ended up getting sick and they all treated me like I was their own family member. From the first call to the office visit, I was shown a great deal of compassion and care. I was not treated like a number in which in this day and age there are a ton of demands put on Physicians and their nurses,,which leaves them on a very strict time crucnh.  I am truly grateful for Dr. Aamodt and her team.",Female
Nurses are disrespectful they call with attitudes and when u tell them u are not feeling well they don’t care.... They relay information from doctor without reasoning and tell you that you have no reasoning to be off from work....,Female
Does not follow up with requests to help the patient.,Female
"I was not impressed. I will give credit where credit is due, he preformed my emergency c section beautifully and I have almost no visible scarring.

However. He was ver patronizing at my last OB appt and a bit patronizing during the previous two I had with him. My biggest bome to pick however is how he treated me the day in had (and almost lost) my twins. He treated me and my family horribly, was mean and made everything nice and panicky/scary for me, allowed his nursing team to throw my family's belief in God in their faces during a time of crisis, left the babies in me for THREE hours after KNOWING baby A was in clear distress (which resulted in baby A being born 'technically ' dead and he ended up with HIE and now may have cerebral palsy) and because he needed resuscitated, my other baby was put to the side and he ended up with cardiac arrest. And HIE because he coded too.  He could have prevented all of that or at least treated us with decency, but he didnt.",Male
"10/22/2018 - I went to Dr. Aamodt for my annual biopsy. I value the care I get from Dr. Aamodt to the utmost. He is an incredibly knowledgeable doctor with sensitivity, total respect and awesome care. I have never had a bad experience with Dr. Aamodt even through all my issues. Dr. Aamodt exudes excellence in all areas. I highly recommend him to anyone. If you are looking for care that is second to none call 540-438-1314 and experience the awesome care for yourself.",Male
"It's such a relief to find a physician who is kind and compassionate as well as supremely competent. Dr. Aamoth is such a nice man! And it's clear that his years of practice have left him with a creative range of treatment tools that I would never expect to find in a younger doctor trained in the practice model of 30 perfunctory seconds per patient. Dr. Aamoth listens, cares, and smiles -- what a concept!! He's a treasure.",Male
"Always leave feeling that I was in very good hands, caring attention from everyone involved.  All questions answered until I felt comfortable and completely informed  as to what was being done and results that may or would occur during treatment.",Male
This was the first  time going to this clinic  and Dr. He was very sincere and patient. I really felt in competent  hands with Dr Aanderud. His staff is very good and professional  as well. Highly recommend. ,Male
"Saw Dr. Aanderud in October 2016 for a subaceous cyst on my nose.  He did not explain much to me because he had several college students observing him that day and I wasn't asked if it was okay for them to be in the room.  He told me the cyst was caused from smoking cigarettes.  He then injected the cyst on my nose with Kenalog Acetonide 10mg but after a year, the bump has grown larger.  Told my regular doc about this visit with Aanderud and he was apalled.",Male
This Doctor was friendly and knowledgeable . Listen to everything I had to say and made me feel comfortable.,Male
"The office tried to force my 90 year old senile mother into MOHS surgery, making us feel like we were withholding life saving treatment.  I expressed my concerns via fax as well as hand delivering a copy of the letter to the office.  No one EVER contacted us regarding our complaint that a person in that office was trying to guilt us into treatment.   I had heard good things about this practice, its too bad one apple can spoil the entire barrel but the fact that our concerns were ignored...sad!",Male
